scenario_id,paper_display_name,hazard_family,weather,time_of_day,frame_id,temporal_order,dataset_path,sha256,width,height,visual_verification_status
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Heavy Rainy,Night,front_frame_00000120,2,evaluation_20260909/ambulance_stuck_at_railroad_crossing/night__storm/front_frame_00000120.png,4e1b8a4d016ce34f9f9f3003cc089d7286eec4d7f3b1ccb0b12c8a3b5aa2244e,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Heavy Rainy,Night,front_frame_00000200,3,evaluation_20260909/ambulance_stuck_at_railroad_crossing/night__storm/front_frame_00000200.png,8cb5faf1cbad039fe64e01c7bbc1e02d4c8f1e6fea8bbf74e9c19da4075a7a58,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Heavy Rainy,Night,front_frame_00000280,4,evaluation_20260909/ambulance_stuck_at_railroad_crossing/night__storm/front_frame_00000280.png,c8042dd45824a570e34333a8cdb2e71a86d8cbc62c6c9dd8454d47e7cdb3206e,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Heavy Rainy,Night,front_frame_00000360,5,evaluation_20260909/ambulance_stuck_at_railroad_crossing/night__storm/front_frame_00000360.png,c3c1365d2edc8d4141d465f799601b991128db252c24798e21f05248b7e9cc60,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Night,front_frame_00000040,1,evaluation_20260909/ambulance_stuck_at_railroad_crossing/night__worst/front_frame_00000040.png,4ce38078b135069137234e42707e46c55ca6e940fa36aee0436564e21b48f305,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Night,front_frame_00000120,2,evaluation_20260909/ambulance_stuck_at_railroad_crossing/night__worst/front_frame_00000120.png,623ba171265d2f5ada9a6e3fbe9754d1ac350b2c467d4e3f153eb343a19226fc,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Night,front_frame_00000200,3,evaluation_20260909/ambulance_stuck_at_railroad_crossing/night__worst/front_frame_00000200.png,53060bd4eae8ad4e362c274ea84ab83054022b3fba4cc0e95bc48762adf2cea2,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Night,front_frame_00000280,4,evaluation_20260909/ambulance_stuck_at_railroad_crossing/night__worst/front_frame_00000280.png,e34a67714bffd07c9bcf279a9ebaeacaba6c5fa5512a6487f3d8fdafbe532b0d,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Night,front_frame_00000360,5,evaluation_20260909/ambulance_stuck_at_railroad_crossing/night__worst/front_frame_00000360.png,0448dfa2177922ebd83db4a809464aa8f08f383c9b7c616dd5d087a657602a92,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Clear,Noon,front_frame_00000040,1,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__clear/front_frame_00000040.png,19c082945bc2530a30b3c058944acc847820f63a0a3e5289bf5d0d0f04799829,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Clear,Noon,front_frame_00000120,2,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__clear/front_frame_00000120.png,63ddeefaf6042c973fac5949799cdc82f572131a23e3c479cd115bfc21c31cf9,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Clear,Noon,front_frame_00000200,3,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__clear/front_frame_00000200.png,ce9265e5847b522d9d0533513fd2da3c073f913d03626123fa2c3b965307c8c4,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Clear,Noon,front_frame_00000280,4,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__clear/front_frame_00000280.png,bd46bdc98599b277e21a5bce490ad28b0b1651567fee3576d9f2ff2ca048226e,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Clear,Noon,front_frame_00000360,5,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__clear/front_frame_00000360.png,059fa41f4bafb3a90008392a3a31415f046b9d08b48c921c5f10a63a0ae56fb2,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Foggy,Noon,front_frame_00000040,1,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__foggy/front_frame_00000040.png,712918d0f24abeba56f0986c17a9f0c9b8f2950fc9123830d8945107d6775c1c,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Foggy,Noon,front_frame_00000120,2,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__foggy/front_frame_00000120.png,759913b1982d822537b44d68c3b6e711e0ffbe4aec91f607e80b1b7b19fa00ef,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Foggy,Noon,front_frame_00000200,3,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__foggy/front_frame_00000200.png,aa8f4671530ee2f43b011101925619887f3d0b31e2e3d6b853737d96ca82f1ba,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Foggy,Noon,front_frame_00000280,4,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__foggy/front_frame_00000280.png,0d2cd82ab5cbb994ec545a3cee9005b25e83732f6ef4f1ae79246d67724057ee,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Foggy,Noon,front_frame_00000360,5,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__foggy/front_frame_00000360.png,720f3bd58f5862650ff3f38ad38ea1afbaf54a93a36f24bad7a1c068c78b0e0a,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Heavy Rainy,Noon,front_frame_00000040,1,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__storm/front_frame_00000040.png,ab72516ff62e8a718f76dd112a052bb4db925e04de6efcb2f9145918b5e342b8,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Heavy Rainy,Noon,front_frame_00000120,2,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__storm/front_frame_00000120.png,0beb5f2d735e1776c55f307676efdb8b86b8e9c4ab5838975d010dd76eb73638,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Heavy Rainy,Noon,front_frame_00000200,3,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__storm/front_frame_00000200.png,d25fd02e9a5981c02e8f7299141baf7e3ea33b168e982dcd6ff9f7368656fb5a,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Heavy Rainy,Noon,front_frame_00000280,4,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__storm/front_frame_00000280.png,cea5d851e901e84ed44354a765d6ed613912f91e22fee34965d506c9ddc2e4ce,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Heavy Rainy,Noon,front_frame_00000360,5,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__storm/front_frame_00000360.png,7ae36ebd0a005150f0cc1da04c2496b502d7cac8012f7839a5a4ab9a677291a8,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Noon,front_frame_00000040,1,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__worst/front_frame_00000040.png,e970d0aca20c6ee28bf6767ceebb489893b979839a0193454146b68403de6424,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Noon,front_frame_00000120,2,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__worst/front_frame_00000120.png,95d73e16ecad6dcd6b3a5c53a418900f4c953a1fc98812d7809b8a468b1ed8ec,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Noon,front_frame_00000200,3,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__worst/front_frame_00000200.png,7c09e7e30a98130f6e7ba8fc77c917f6de43382d1d3618d98f7d4a0eac7c4f29,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Noon,front_frame_00000280,4,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__worst/front_frame_00000280.png,ab6fce93753d41c156fce99714987583fa6a04d196e0f68de9a180c41bd06feb,1280,720,human_verified
ambulance_stuck_at_railroad_crossing,Ambulance stuck at crossing,traffic_control,Stormy,Noon,front_frame_00000360,5,evaluation_20260909/ambulance_stuck_at_railroad_crossing/noon__worst/front_frame_00000360.png,a7b6762dcdc9751b22c25b0d8369ba42d019d89a5182a30ccb158fa85d3d8b6b,1280,720,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Night,front_frame_00000080,1,evaluation_20260909/bicycle_in_highway_lane/night__clear/front_frame_00000080.png,553bf39887a6df2b232a1421812bea2794df043e6f2f2a46878701abee5b1068,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Night,front_frame_00000140,2,evaluation_20260909/bicycle_in_highway_lane/night__clear/front_frame_00000140.png,ee52bb6e90479b23c7272781291e16a9ae5e33f09d73532545c4e8f6f00047c8,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Night,front_frame_00000200,3,evaluation_20260909/bicycle_in_highway_lane/night__clear/front_frame_00000200.png,a9b71b0fa2de809c3503680b1937f66318a4c33992169510de96dae8b8ce1279,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Night,front_frame_00000280,4,evaluation_20260909/bicycle_in_highway_lane/night__clear/front_frame_00000280.png,65e8fe41008f89bbe9ba27d8b2bf01fc7262cf6bd3432d134864dcee529c43e0,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Night,front_frame_00000360,5,evaluation_20260909/bicycle_in_highway_lane/night__clear/front_frame_00000360.png,fdbf435417fe5183b73a4fddb36d51a241e6f638bf53d21cd421dad652c15f3b,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Night,front_frame_00000080,1,evaluation_20260909/bicycle_in_highway_lane/night__foggy/front_frame_00000080.png,ca83b347af8e8798f54dc485b5d9713a25b2c024d3403f41c485ebbd01f0f801,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Night,front_frame_00000140,2,evaluation_20260909/bicycle_in_highway_lane/night__foggy/front_frame_00000140.png,1a64d23749832d77edb8b2deeeaab127aa45ccfd79c7f30c864a80feeb377385,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Night,front_frame_00000200,3,evaluation_20260909/bicycle_in_highway_lane/night__foggy/front_frame_00000200.png,15c6bae84369145a7de14884c1a5d0426e32c63dcb3f966826cc66eedb160948,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Night,front_frame_00000280,4,evaluation_20260909/bicycle_in_highway_lane/night__foggy/front_frame_00000280.png,661814c3594213df62a99b96f51b7e4ce42d9d1b7f2b33ccab626a511c68bf5f,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Night,front_frame_00000360,5,evaluation_20260909/bicycle_in_highway_lane/night__foggy/front_frame_00000360.png,5a10b9508075f9cda277f4223584c9d5dda56450b6ec1128730181f5d186d319,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Night,front_frame_00000080,1,evaluation_20260909/bicycle_in_highway_lane/night__storm/front_frame_00000080.png,fde93f61564db8c9d4caefa0f04a98ac503dcf4c80907b0644e6b433b2447f5b,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Night,front_frame_00000140,2,evaluation_20260909/bicycle_in_highway_lane/night__storm/front_frame_00000140.png,032b562b569b2009b32362ea4301b8fec4d2636d8fba46c801a0476c6620cef8,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Night,front_frame_00000200,3,evaluation_20260909/bicycle_in_highway_lane/night__storm/front_frame_00000200.png,6667671ef0a92d3d72d5c55362707e5df4213781c05e18de4c21ba86da7a1078,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Night,front_frame_00000280,4,evaluation_20260909/bicycle_in_highway_lane/night__storm/front_frame_00000280.png,0a90c61f9b0d029aa137458907575f6d561d9ce2f2611d359ae89b0caf4ce3ff,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Night,front_frame_00000360,5,evaluation_20260909/bicycle_in_highway_lane/night__storm/front_frame_00000360.png,8c6f6aa8b56090b436c5fca1afdefb77cfeb9aa80869a8f98a1989214175006c,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Night,front_frame_00000080,1,evaluation_20260909/bicycle_in_highway_lane/night__worst/front_frame_00000080.png,a32f880214a36704e66833702bbc2841cbacdff2a02f7d9bc34e8a6aba22df62,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Night,front_frame_00000140,2,evaluation_20260909/bicycle_in_highway_lane/night__worst/front_frame_00000140.png,a7fac224b024da492698f535457cc2ae0dc7f2fadceaa7da4262c068479d43b5,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Night,front_frame_00000200,3,evaluation_20260909/bicycle_in_highway_lane/night__worst/front_frame_00000200.png,614e3f214bcf10d9f8d829e6750d3fb7670af7fcafc3e120f25669b9adff8bc4,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Night,front_frame_00000280,4,evaluation_20260909/bicycle_in_highway_lane/night__worst/front_frame_00000280.png,1ce6a4e131626ce3636d261a31cdc7a5cc4e09ee9294fd6443a3f1ff57925802,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Night,front_frame_00000360,5,evaluation_20260909/bicycle_in_highway_lane/night__worst/front_frame_00000360.png,86e330c74c39edd5316eab11fcad72a333aff9b30248dbfca338fb13252f4a27,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Noon,front_frame_00000080,1,evaluation_20260909/bicycle_in_highway_lane/noon__clear/front_frame_00000080.png,1d052f18f22a751f65e022b5bb146edf1acdd6a0f12ffed91ece9ea7aa4b7b5f,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Noon,front_frame_00000140,2,evaluation_20260909/bicycle_in_highway_lane/noon__clear/front_frame_00000140.png,6d23a98fa607766c129d1c8c4368db180ceeafb87af498bf1fbf60465c42add1,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Noon,front_frame_00000200,3,evaluation_20260909/bicycle_in_highway_lane/noon__clear/front_frame_00000200.png,c75ed7f8ab40352a21cf3e3343442681a8a2bce06af5c14a2f0a4dc0ef95163d,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Noon,front_frame_00000280,4,evaluation_20260909/bicycle_in_highway_lane/noon__clear/front_frame_00000280.png,8b503bdf5d11b546c151f539fcfb0f2668c0c624e835bc4b4df75c75872cbbaa,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Clear,Noon,front_frame_00000360,5,evaluation_20260909/bicycle_in_highway_lane/noon__clear/front_frame_00000360.png,346b1ae40631dc7f4dab886c70bcf9699bf4a3c4bcf054901832b62efb017a63,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Noon,front_frame_00000080,1,evaluation_20260909/bicycle_in_highway_lane/noon__foggy/front_frame_00000080.png,4aefda541b989fa4780d44cf40beba80a5d1182e2a8bc0abbbbcf61c4394029d,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Noon,front_frame_00000140,2,evaluation_20260909/bicycle_in_highway_lane/noon__foggy/front_frame_00000140.png,3463af56721c07f0af87e97705e3dacf944ae9113a560db2cae56667e2c7f91d,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Noon,front_frame_00000200,3,evaluation_20260909/bicycle_in_highway_lane/noon__foggy/front_frame_00000200.png,1381b33e0285a4525bcb27858d5a9237ebeb19091d1cbf230a4ff16c88cd6cb5,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Noon,front_frame_00000280,4,evaluation_20260909/bicycle_in_highway_lane/noon__foggy/front_frame_00000280.png,a9cc925487370ddd99fc993d51168650005bccbe5785694b9e8b1796f6a4572d,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Foggy,Noon,front_frame_00000360,5,evaluation_20260909/bicycle_in_highway_lane/noon__foggy/front_frame_00000360.png,c33889506b72f93264457575419a65cb6873064f01c7d1ce77add04d133e6d66,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Noon,front_frame_00000080,1,evaluation_20260909/bicycle_in_highway_lane/noon__storm/front_frame_00000080.png,ec0a8f3f605d741b4bd5ebbf8825c426061c27d0dc1a523c7df091ec70cc26df,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Noon,front_frame_00000140,2,evaluation_20260909/bicycle_in_highway_lane/noon__storm/front_frame_00000140.png,990cfefd15414edc3d3197f0213f2adf74c2a304e836981da0b3fc6c53494fbb,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Noon,front_frame_00000200,3,evaluation_20260909/bicycle_in_highway_lane/noon__storm/front_frame_00000200.png,9e3116ebe050252ddc230b52531dc8d1445e175a386ea61b36367aa267de43cc,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Noon,front_frame_00000280,4,evaluation_20260909/bicycle_in_highway_lane/noon__storm/front_frame_00000280.png,2e832063c7b913df70b798b27f5ceaf548fe31f0011f2c508deb08376a1ee6b9,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Heavy Rainy,Noon,front_frame_00000360,5,evaluation_20260909/bicycle_in_highway_lane/noon__storm/front_frame_00000360.png,6716d534f0f28b80aa0b34c905a5d86a39b2427fbcae88946780266b0cad3bae,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Noon,front_frame_00000080,1,evaluation_20260909/bicycle_in_highway_lane/noon__worst/front_frame_00000080.png,e19aee770fcc841436ef406501f1a5a1c5f843b2cda84d01a4abb6c180ff8c5f,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Noon,front_frame_00000140,2,evaluation_20260909/bicycle_in_highway_lane/noon__worst/front_frame_00000140.png,f87f47c1a6fc3d79213f2c4e772f239babcbc10b995bf01fd91a65016c13aae0,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Noon,front_frame_00000200,3,evaluation_20260909/bicycle_in_highway_lane/noon__worst/front_frame_00000200.png,ae0888aa8358f4b47c313a19bb279e563a3fdc76be6b5ea112423443d0bf1266,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Noon,front_frame_00000280,4,evaluation_20260909/bicycle_in_highway_lane/noon__worst/front_frame_00000280.png,abb307e4b4d617fd283db63f0a78b24794f4afaf28f09f0c6bfecb6228b261d4,800,450,human_verified
bicycle_in_highway_lane,Bicycle in highway lane,road_user,Stormy,Noon,front_frame_00000360,5,evaluation_20260909/bicycle_in_highway_lane/noon__worst/front_frame_00000360.png,f6b325c415d19915d14889171ba16a320918eda5972701819a2fa87fc69887e6,800,450,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Clear,Night,front_frame_00000040,1,evaluation_20260909/bridge_icing_patch/night__clear/front_frame_00000040.png,4bdf4e292d10ff5f2dc54b208147bf511c0d91b868a392e49563b8ea20d3687d,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Clear,Night,front_frame_00000060,2,evaluation_20260909/bridge_icing_patch/night__clear/front_frame_00000060.png,06fd7cf59b1c4b011e3fa28d717e673bbd0c389c2f25c8e4589c844fb0f57d51,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Clear,Night,front_frame_00000080,3,evaluation_20260909/bridge_icing_patch/night__clear/front_frame_00000080.png,d77259468e8ea842ec0a1b0a285142d6fbc36b2cfe9ac9a24c89ed72312fe11d,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Clear,Night,front_frame_00000100,4,evaluation_20260909/bridge_icing_patch/night__clear/front_frame_00000100.png,0a71328b86c373dac6040450c46febec9bb5d5fa35f4b873ad4170c9f8f3c82c,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Clear,Night,front_frame_00000120,5,evaluation_20260909/bridge_icing_patch/night__clear/front_frame_00000120.png,931752940bdec8b49b538ee7679d01c9035e4f92988b7e38e23f3a2af7b92724,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Foggy,Night,front_frame_00000040,1,evaluation_20260909/bridge_icing_patch/night__foggy/front_frame_00000040.png,0b607f7e5880cc7f31722cf34a83b50c4c6c215a65d95ab29f6903b7b2eb2319,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Foggy,Night,front_frame_00000060,2,evaluation_20260909/bridge_icing_patch/night__foggy/front_frame_00000060.png,f25998215b4ff2e5f0f77eda693aeb41735a60354e68b54c0a76c3aab1d0326c,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Foggy,Night,front_frame_00000080,3,evaluation_20260909/bridge_icing_patch/night__foggy/front_frame_00000080.png,18993b89420b4c2e93889518abae7f2c97f8652b59cd51ca306aef49ace6d514,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Foggy,Night,front_frame_00000100,4,evaluation_20260909/bridge_icing_patch/night__foggy/front_frame_00000100.png,da2431affdae5c956f1d0994f286e9ebd97471c5e6d0c3b3bb53eb7517c804c7,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Foggy,Night,front_frame_00000120,5,evaluation_20260909/bridge_icing_patch/night__foggy/front_frame_00000120.png,8f3641779cee071862922fc65bf7704b4bcb65dab516e1b3d6ba92921b304c92,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Heavy Rainy,Night,front_frame_00000040,1,evaluation_20260909/bridge_icing_patch/night__storm/front_frame_00000040.png,caaf23d71e661013b66a8f411dde1da45c8fcd2127a7e6221a771b3add74bd50,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Heavy Rainy,Night,front_frame_00000060,2,evaluation_20260909/bridge_icing_patch/night__storm/front_frame_00000060.png,7c0f6ed2e77a68aa613643db435f01107b3a4c3e1fe04e48e725e80cd21c7327,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Heavy Rainy,Night,front_frame_00000080,3,evaluation_20260909/bridge_icing_patch/night__storm/front_frame_00000080.png,9b6bc3510ba5bd4e0418c91b0086da7a272fcd62974f34847bfea6257cc01519,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Heavy Rainy,Night,front_frame_00000100,4,evaluation_20260909/bridge_icing_patch/night__storm/front_frame_00000100.png,107d36310948e5850370fed591e38d415e36ec25fa387f266c6abd78564f0840,1280,720,human_verified
bridge_icing_patch,Bridge icing patch,environmental,Heavy Rainy,Night,front_frame_00000120,5,evaluation_20260909/bridge_icing_patch/night__storm/front_frame_00000120.png,6e6ab694dc6b3200d11b16c69a491c2e4619d4cb536ae1fef91fb9b55f5a4054,1280,720,human_verified
